id,source,rating,theme,purchase_intent,barrier,user_need,behavior,sentiment,evidence
4023314037,app_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Negative,"No good security and privacy policy for its customers
I had Myntra credits in my account and my account got hacked and my credits were used up ... on informing Myntra about it they were not at all helpful and the only thing they kept repeating was that they were sorry for the inconvenience. How
Could any customer trust them when accounts with credits are hacked like this and they neglect it. We wouldn’t know if they have insider trading of account details of account holding credits . What good a customer care is for which can’t come to aid when a customer needs help ."
3939802176,app_store,5,Other,Low,None,None,Unknown,Positive,"Best shopping app
I am an international customer and shop on the best store apps. This surpasses them all. The app is extremely easy to use and never looses my data. The view similar function and general search capacities are phenomenal."
3936362810,app_store,5,Quality/Trust,High,Quality doubts,Verified reviews with photos,Unknown,Positive,"Shopping Haven
For those of us not in the thick of latest Indian trends and fashion, Myntra is definitely our trusted choice. Not only does it give us plenty of options, it also ensures product quality. Myntra is my top pick for timely delivery and customer satisfaction."
3869633735,app_store,2,Regret/Abandonment,Unknown,Out of stock / missed opportunity,Back in stock alerts,Unknown,Negative,"App keeps hanging all the time
I’m trying to place an order and app keep giving some message like “items out of stock” or “prices have changed”. Even after I’ve acknowledged the message and removed said items, the app kept giving the same message on and on. I restarted the app more than twice and it didn’t make a difference. I gave up trying and placed order on browser."
3832771910,app_store,4,Other,High,None,None,Purchased,Positive,"Where can I write product review ? How can I know ratings and reviews of other buyers
Please allow users to review what they bought . That will help customers to know what they are buying . Every other online shop has the option except myntra . Why ?"
3434537999,app_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Negative,"Greatest shopping app in terms of breaching trust of customers
Myntra is very great at fooling their customers.
You order one product, some magic will happen and you would receive a different product. Their order packaging team is also appear to be colorblind. You order red and you would get black. A green one for red and god knows what else. You are doing great job , keep doing it as I know it doesn’t matter to you at all. :-)"
3417267052,app_store,4,Other,Unknown,None,None,Unknown,Positive,"No product reviews
I would have give a 5 star rating if there were product reviews. That is the only flaw I see"
3322025536,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Great app!
Very easy to use and delivery is also on time. Products are good and the quality is also decent."
3314576934,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Delayed purchase,Positive,"Awesome app!
I absolutely love this app! Love the way it has expanded by selling some amazing international brands and love the sale that is present everyday for particular brands. Everything in one app from make up to clothing to house decor !"
3056050964,app_store,5,Core Wishlist/Save,Unknown,None,None,Unknown,Positive,"Shopping made so easy
There are plenty of online shopping apps and Myntra is my favorite! I’m not only talking about apps made in India, but by the world standards ... their app allows the user to refine their search making it easier to shop... so intuitive and they also have a good selection of products as well... love using myntra app!"
2894451209,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Excellent
Using online shopping we would not be able to try, that’s where in we try clothes and wish to return if we didn’t like them, Myntra takes without questioning back and courier services are awesome because along with tracking number you message the person contact number which other sites won’t do, love Myntra, will shop more"
2843621441,app_store,2,Other,Unknown,None,None,Unknown,Negative,"More similar product links are not working on iPhone
When you click on similar product links on below of product tiles nothing happen.
These should go to same brand , same color or same type of products"
1826724066,app_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Negative,"App is good but they have fake customer support
I am using Myntra since 2010, now they have a Fake return policy in which you can not return the product even if the correct size is not available with them. and if you do so they will block your free shipping even you purchase the product with higher value. 

They will cancel the product anytime they want but they don’t want to give the same privilege to there customers. 

Don’t buy from Myntra as the same products are available in same price or even in cheaper price with GOOD RETURN POLICY."
